City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,Touros,-5.2,-35.46,73.4,83,20,3.36,BR,1600396172
371,Asău,46.43,26.4,61.0,67,100,18.34,RO,1600396388
372,Ulladulla,-35.35,150.47,62.6,77,90,6.93,AU,1600396116
373,Guaraniaçu,-25.1,-52.88,53.96,95,85,0.83,BR,1600396388
374,Chokurdakh,70.63,147.92,44.87,89,100,14.12,RU,1600396388
375,Udachny,66.42,112.4,53.6,46,0,6.71,RU,1600396388
376,Omboué,-1.57,9.26,74.68,88,100,8.37,GA,1600396097
377,Grass Valley,39.22,-121.06,73.4,28,1,4.34,US,1600396175
378,Umm Kaddadah,13.6,26.69,84.42,54,6,10.76,SD,1600396389
379,Richards Bay,-28.78,32.04,61.3,88,3,6.13,ZA,1600396389
380,Huicheng,23.04,116.29,78.8,94,75,6.71,CN,1600396389
381,Jalu,29.03,21.55,73.24,71,0,9.08,LY,1600396390
382,Mtwara,-10.27,40.18,72.64,87,12,5.59,TZ,1600396390
383,Itoman,26.12,127.67,87.8,84,40,9.17,JP,1600396390
384,Kristinestad,62.27,21.38,49.26,66,98,7.72,FI,1600396390
385,Balancán,17.8,-91.53,74.95,94,88,8.12,MX,1600396391
386,Juegang,32.32,121.19,66.36,85,100,11.01,CN,1600396391
387,Kemlya,54.7,45.24,56.14,43,100,15.17,RU,1600396391
388,Mamakan,57.82,114.0,57.83,56,0,1.19,RU,1600396391
389,Eyrarbakki,63.86,-21.15,46.4,87,75,13.87,IS,1600396392
390,Solnechnyy,50.72,136.63,48.6,89,100,9.22,RU,1600396392
391,Derzhavīnsk,51.1,66.32,50.22,86,39,8.93,KZ,1600396218
392,Chekhov,55.14,37.47,48.2,87,90,8.95,RU,1600396392
393,Bayāna,26.9,77.28,91.11,44,16,4.7,IN,1600396393
394,Birnin Kebbi,12.45,4.2,75.92,87,62,1.9,NG,1600396393
395,Batagay-Alyta,67.8,130.41,50.45,47,0,2.44,RU,1600396393
396,Verkhniye Kigi,55.41,58.6,40.53,89,36,8.23,RU,1600396393
397,Yerbogachën,61.28,108.01,54.55,60,0,3.74,RU,1600396148
398,Mujiayingzi,42.12,118.78,61.7,41,0,18.79,CN,1600396394
399,Tongchuanshi,35.08,109.09,73.89,29,0,6.53,CN,1600396394
400,Hasaki,35.73,140.83,90.0,70,75,18.34,JP,1600396192
401,Zabid,14.2,43.32,86.36,76,0,3.74,YE,1600396394
402,Aginskoye,51.1,114.53,54.84,54,0,11.95,RU,1600396395
403,Vitim,59.45,112.56,58.15,53,0,5.68,RU,1600396395
404,Salta,-24.79,-65.41,55.4,58,0,0.49,AR,1600396163
405,General Roca,-39.03,-67.58,55.4,37,100,10.29,AR,1600396395
406,Raudeberg,61.99,5.14,55.99,83,100,30.0,NO,1600396257
407,Lagos,6.58,3.75,73.53,94,55,2.93,NG,1600396331
408,Barcelos,41.54,-8.62,63.0,93,89,4.7,PT,1600396396
409,Ankazoabo,-22.28,44.52,65.5,43,0,6.85,MG,1600396396
410,Murud,18.33,72.97,78.73,90,100,5.37,IN,1600396396
411,Resplendor,-19.33,-41.26,68.34,71,1,2.35,BR,1600396396
412,Gladstone,-23.85,151.25,77.0,50,14,16.11,AU,1600396397
413,Tangshan,39.63,118.18,69.01,38,0,10.49,CN,1600396397
414,Assiut,27.18,31.18,78.8,61,0,10.29,EG,1600396397
415,Aracaju,-10.91,-37.07,77.0,65,40,5.82,BR,1600396255
416,Auki,-8.77,160.7,82.44,76,100,7.0,SB,1600396397
417,Pundaguitan,6.37,126.17,79.14,83,100,10.25,PH,1600396398
418,Doha,25.29,51.53,87.8,62,0,4.7,QA,1600396118
419,Dumas,35.87,-101.97,68.0,52,1,7.16,US,1600396398
420,Bay City,43.59,-83.89,53.6,66,40,8.05,US,1600396330
421,Alekseyevsk,57.84,108.35,58.17,50,0,5.39,RU,1600396398
422,Brae,60.4,-1.35,55.4,93,75,13.87,GB,1600396189
423,Cumberland,35.05,-78.87,73.99,100,90,3.36,US,1600396203
424,Port Augusta,-32.5,137.77,84.2,28,24,20.8,AU,1600396399
425,Malé,4.17,73.51,82.4,83,75,18.34,MV,1600396399
426,Shumskiy,54.83,99.13,57.69,68,52,5.91,RU,1600396400
427,Nanortalik,60.14,-45.24,43.52,90,86,11.86,GL,1600396400
428,Sitka,57.05,-135.33,57.2,71,75,0.92,US,1600396400
429,Ushtobe,45.25,77.98,56.89,50,0,14.74,KZ,1600396400
430,Issoire,45.55,3.25,62.6,67,1,3.36,FR,1600396401
431,Khovd,48.01,91.64,62.67,29,42,2.48,MN,1600396219
432,Alappuzha,9.49,76.33,80.69,83,59,5.88,IN,1600396401
433,Naviraí,-23.07,-54.19,65.66,79,86,2.19,BR,1600396401
434,Parksville,49.32,-124.32,66.99,84,39,3.0,CA,1600396401
435,Sinegor'ye,62.08,150.48,43.59,62,68,3.65,RU,1600396402
436,Vila,42.03,-8.16,66.0,100,90,6.93,PT,1600396402
437,Hastings,50.86,0.57,53.01,81,15,4.0,GB,1600396207
438,Saint-Leu,-21.15,55.28,68.0,59,4,8.05,RE,1600396402
439,Mazamari,-11.33,-74.53,73.4,69,92,1.34,PE,1600396403
440,Luang Prabang,19.89,102.13,80.6,83,90,4.7,LA,1600396403
441,Carson City,39.16,-119.77,75.2,12,1,3.36,US,1600396403
442,Tari,12.41,4.49,75.52,86,82,2.35,NG,1600396403
443,Shakhtinsk,49.71,72.59,46.4,87,75,13.42,KZ,1600396403
444,Austin,30.27,-97.74,78.01,83,40,9.17,US,1600395671
445,Mozarlândia,-14.74,-50.57,81.84,28,34,4.09,BR,1600396404
446,Usinsk,65.99,57.53,39.18,86,99,13.58,RU,1600396404
447,Kharp,66.8,65.81,44.47,79,100,7.83,RU,1600396404
448,Rincon,32.3,-81.24,80.6,74,90,5.82,US,1600396404
449,Aliwal North,-30.69,26.71,47.73,41,0,3.51,ZA,1600396405
450,Puerto Madryn,-42.77,-65.04,51.13,44,0,28.48,AR,1600396249
451,Nuuk,64.18,-51.72,37.4,69,100,13.87,GL,1600396405
452,High Rock,26.62,-78.28,83.55,74,100,10.51,BS,1600396405
453,Węgrów,52.4,22.02,46.0,85,41,9.62,PL,1600396214
454,Yangi Marg`ilon,40.43,71.72,59.0,51,6,2.24,UZ,1600396406
455,Churapcha,62.0,132.43,57.11,38,0,6.8,RU,1600396406
456,Butler,39.45,-84.57,66.2,63,90,9.17,US,1600396390
457,Turochak,52.26,87.12,56.91,75,100,3.04,RU,1600396406
458,Nova Viçosa,-17.89,-39.37,71.19,80,63,9.95,BR,1600396308
459,Chumikan,54.72,135.31,49.55,89,100,13.87,RU,1600396407
460,Marystown,47.17,-55.15,64.0,100,39,7.0,CA,1600396274
461,Caravelas,-17.71,-39.25,70.45,81,75,6.69,BR,1600396407
462,Ñuñoa,-14.48,-70.64,42.71,69,3,5.21,PE,1600396407
463,Hambantota,6.12,81.12,82.4,88,40,12.75,LK,1600396408
464,Shīeli,44.17,66.75,53.94,56,0,4.09,KZ,1600396408
465,Kewanee,41.25,-89.92,61.0,77,0,7.05,US,1600396408
466,Hualmay,-11.1,-77.61,59.61,84,5,5.61,PE,1600396158
467,Shar,49.59,81.05,59.29,41,100,19.77,KZ,1600396408
468,Sept-Îles,50.2,-66.38,28.4,86,5,2.24,CA,1600396120
469,Bilibino,68.05,166.44,36.46,80,98,6.35,RU,1600396409
470,Almaznyy,48.04,40.05,55.4,47,23,8.95,RU,1600396409
471,Rawson,-43.3,-65.1,50.05,46,5,24.81,AR,1600396409
472,San Ignacio,17.16,-89.07,81.0,77,8,3.2,BZ,1600396409
473,Rechka Vydrino,51.48,104.85,56.23,67,0,8.3,RU,1600396410
474,Mbouda,5.63,10.26,61.54,92,99,3.15,CM,1600396410
475,Columbia,34.0,-81.03,75.2,88,90,3.36,US,1600396310
476,Oruzgan,32.83,66.0,52.54,42,0,7.72,AF,1600396198
477,Qinhuangdao,39.93,119.59,74.84,33,0,9.15,CN,1600396410
478,Samarai,-10.62,150.67,79.93,86,100,15.1,PG,1600396411
479,Mandalgovi,45.76,106.27,57.97,41,0,1.39,MN,1600396411
480,Okitipupa,6.5,4.78,71.92,97,95,2.55,NG,1600396411
481,Netherburn,55.71,-3.91,50.0,92,32,0.81,GB,1600396411
482,Ventspils,57.39,21.56,53.6,66,40,18.34,LV,1600396412
483,Boundiali,9.52,-6.49,69.69,97,100,6.87,CI,1600396412
484,Owasso,36.27,-95.85,70.0,68,1,5.82,US,1600396412
485,Carauari,-4.88,-66.9,78.03,70,71,3.38,BR,1600396160
486,Salina Cruz,16.17,-95.2,81.0,81,100,4.61,MX,1600396219
487,Bat Khela,34.62,71.97,78.93,48,0,4.81,PK,1600396413
488,Turukhansk,65.82,87.98,53.64,80,100,10.83,RU,1600396413
489,Halifax,44.65,-63.57,62.01,97,80,4.09,CA,1600396403
490,Nome,64.5,-165.41,46.99,87,90,6.93,US,1600396413
491,Kunming,25.04,102.72,64.0,93,90,13.42,CN,1600396413
492,Omaruru,-21.43,15.93,51.24,51,0,1.95,NA,1600396414
493,Haines Junction,60.75,-137.51,43.68,67,99,10.13,CA,1600396414
494,Tigil',57.8,158.67,53.98,46,0,9.73,RU,1600396215
495,Fuzhou,26.06,119.31,82.4,83,75,17.9,CN,1600396232
496,Boende,-0.22,20.87,70.95,98,92,2.71,CD,1600396414
497,Kununurra,-15.77,128.73,95.0,32,54,9.17,AU,1600396415
498,Makakilo City,21.35,-158.09,87.8,58,40,9.17,US,1600396415
499,Xichang,27.9,102.26,67.23,65,89,2.13,CN,1600396415
500,São João del Rei,-21.14,-44.26,64.94,62,18,5.06,BR,1600396415
501,Charters Towers,-20.1,146.27,80.37,49,84,16.08,AU,1600396128
502,Talavera,15.62,120.93,84.2,74,75,11.41,PH,1600396416
503,Blackwater,-23.58,148.88,81.84,29,0,13.11,AU,1600396416
504,El Tigre,8.89,-64.25,76.66,82,90,4.9,VE,1600396416
505,Tiznit Province,29.58,-9.5,73.9,56,94,0.22,MA,1600396416
506,Port Macquarie,-31.43,152.92,75.0,73,75,12.75,AU,1600396276
507,Grand-Santi,4.25,-54.38,73.9,95,16,2.26,GF,1600396151
508,Ailigandí,9.23,-78.02,78.1,86,48,7.09,PA,1600396417
509,Labuhan,-6.88,112.21,88.02,50,65,10.8,ID,1600396417
510,Henties Bay,-22.12,14.28,53.01,93,0,4.0,NA,1600396200
511,Athy,52.99,-6.98,53.01,96,0,1.68,IE,1600396418
512,Cancún,21.17,-86.85,84.99,83,40,3.36,MX,1600396418
513,Ambon City,-3.7,128.18,86.0,70,100,5.82,ID,1600396418
514,Porto-Novo,6.5,2.6,78.8,83,20,9.17,BJ,1600396418
515,Druzhba,52.04,33.95,46.0,87,53,14.25,UA,1600396418
516,Byron Bay,-28.65,153.62,75.0,73,40,12.75,AU,1600396419
517,Robertsport,6.75,-11.37,77.41,85,100,9.98,LR,1600396419
518,Paamiut,61.99,-49.67,43.29,81,100,43.73,GL,1600396419
519,Aleksandrovskiy Zavod,50.92,117.94,50.88,73,99,9.82,RU,1600396419
520,Kyzyl-Suu,42.34,78.0,47.55,74,87,8.23,KG,1600396420
521,Dongsheng,39.82,109.98,62.35,30,0,2.73,CN,1600396420
522,Spirovo,57.42,34.98,44.67,96,94,4.61,RU,1600396420
523,Mayumba,-3.43,10.66,74.52,90,100,7.14,GA,1600396420
524,Kirkconnel,55.39,-4.0,50.0,93,35,2.24,GB,1600396421
525,Payo,-3.75,103.64,89.13,49,5,3.31,ID,1600396421
526,New Glasgow,45.58,-62.65,57.99,89,100,10.22,CA,1600396203
527,Gualeguaychú,-33.01,-58.52,56.34,70,0,7.85,AR,1600396421
528,Ugoofaaru,5.67,73.0,82.67,76,98,14.43,MV,1600396422
529,Killybegs,54.63,-8.45,55.0,96,0,5.55,IE,1600396422
530,Slantsy,59.12,28.09,47.16,81,100,13.96,RU,1600396422
531,Port Hardy,50.7,-127.42,64.4,88,75,6.93,CA,1600396422
532,Manado,1.49,124.85,87.8,62,20,3.36,ID,1600396206
533,Fomboni,-12.28,43.74,76.59,77,14,12.95,KM,1600396423
534,Akdağmadeni,39.66,35.88,56.39,39,0,3.06,TR,1600396423
535,Tilbury,51.46,0.36,60.01,63,65,4.0,GB,1600396423
536,Priiskovyy,51.93,116.63,55.26,53,96,9.42,RU,1600396423
537,Broome,42.25,-75.83,59.0,93,90,6.93,US,1600396424
538,Cidreira,-30.18,-50.21,59.97,89,1,6.51,BR,1600396424
539,Gejiu,23.31,103.16,63.73,83,84,4.7,CN,1600396424
540,Alyangula,-13.85,136.42,87.8,58,90,14.99,AU,1600396424
541,Waingapu,-9.66,120.26,85.64,54,29,8.81,ID,1600396152
542,Basoko,1.24,23.62,71.55,94,100,2.71,CD,1600396425
543,San Jose,37.34,-121.89,73.0,60,75,10.29,US,1600396296
544,Malakal,9.53,31.66,72.81,88,58,1.54,SS,1600396425
545,Moengo,5.62,-54.4,74.17,97,1,2.71,SR,1600396426
546,San Jerónimo,-11.95,-75.28,53.08,55,67,5.82,PE,1600396426
547,Durham,36.03,-78.87,69.8,100,90,12.75,US,1600396426
548,Palmer,42.16,-72.33,62.6,72,75,8.05,US,1600396426
549,Dmitriyevka,54.75,55.33,37.0,93,40,8.95,RU,1600396427
550,Kungurtug,50.6,97.52,62.76,35,17,1.25,RU,1600396427
551,Kiunga,-6.12,141.29,89.6,60,94,2.21,PG,1600396138
552,Beringovskiy,63.05,179.32,44.37,86,100,11.63,RU,1600396174
553,Abhā,18.22,42.51,64.4,22,38,5.41,SA,1600396243
